단축코드,한글 종목명,한글 종목약명,시장구분
60310,삼에스코리아,3S,KOSDAQ
60370,케이티서브마린,KT서브마린,KOSDAQ
60380,동양에스텍,동양에스텍,KOSDAQ
60480,국일신동,국일신동,KOSDAQ
60540,에스에이티,에스에이티,KOSDAQ
60560,홈센타홀딩스,홈센타홀딩스,KOSDAQ
60570,드림어스컴퍼니,드림어스컴퍼니,KOSDAQ
60590,씨티씨바이오,씨티씨바이오,KOSDAQ
60720,케이에이치바텍,KH바텍,KOSDAQ
60850,영림원소프트랩,영림원소프트랩,KOSDAQ
60900,대한그린파워,대한그린파워,KOSDAQ
60980,한라홀딩스보통주,한라홀딩스,KOSPI
61040,알에프텍,알에프텍,KOSDAQ
61250,화일약품,화일약품,KOSDAQ
61970,엘비세미콘,엘비세미콘,KOSDAQ
62860,티엘아이,티엘아이,KOSDAQ
62970,피피아이,피피아이,KOSDAQ
63080,컴투스홀딩스,컴투스홀딩스,KOSDAQ
63160,종근당바이오보통주,종근당바이오,KOSPI
63170,서울옥션,서울옥션,KOSDAQ
63440,에스엠라이프디자인그룹,SM Life Design,KOSDAQ
63570,한국전자금융,한국전자금융,KOSDAQ
63760,이엘피,이엘피,KOSDAQ
64090,에프앤리퍼블릭,에프앤리퍼블릭,KOSDAQ
64240,홈캐스트,홈캐스트,KOSDAQ
64260,다날,다날,KOSDAQ
64290,인텍플러스,인텍플러스,KOSDAQ
64350,현대로템보통주,현대로템,KOSPI
64480,브리지텍,브리지텍,KOSDAQ
64510,유네코,유네코,KOSDAQ
64520,바른전자,바른전자,KOSDAQ
64550,바이오니아,바이오니아,KOSDAQ
64760,티씨케이,티씨케이,KOSDAQ
64800,젬백스링크,젬백스링크,KOSDAQ
64820,케이프,케이프,KOSDAQ
64850,에프앤가이드,에프앤가이드,KOSDAQ
64960,SNT모티브보통주,SNT모티브,KOSPI
65060,지엔코,지엔코,KOSDAQ
65130,탑엔지니어링,탑엔지니어링,KOSDAQ
65150,엠피대산,엠피대산,KOSDAQ
65170,비엘팜텍,비엘팜텍,KOSDAQ
65350,신성델타테크,신성델타테크,KOSDAQ
65370,위세아이텍,위세아이텍,KOSDAQ
65420,에스아이리소스,에스아이리소스,KOSDAQ
65440,이루온,이루온,KOSDAQ
65450,빅텍,빅텍,KOSDAQ
65500,오리엔트정공,오리엔트정공,KOSDAQ
65510,휴비츠,휴비츠,KOSDAQ
65530,와이어블,와이어블,KOSDAQ
65560,녹원씨엔아이,녹원씨엔아이,KOSDAQ
65570,삼영이엔씨,삼영이엔씨,KOSDAQ
65650,메디프론디비티,메디프론,KOSDAQ
65660,안트로젠,안트로젠,KOSDAQ
65680,우주일렉트로닉스,우주일렉트로,KOSDAQ
65690,파커스,파커스,KOSDAQ
65710,서호전기,서호전기,KOSDAQ
65770,씨에스,CS,KOSDAQ
65950,웰크론,웰크론,KOSDAQ
66130,하츠,하츠,KOSDAQ
66310,큐에스아이,큐에스아이,KOSDAQ
66360,체리부로,체리부로,KOSDAQ
66410,버킷스튜디오,버킷스튜디오,KOSDAQ
66430,와이오엠,와이오엠,KOSDAQ
66570,LG전자보통주,LG전자,KOSPI
66575,LG전자1우선주,LG전자우,KOSPI
66590,우수AMS,우수AMS,KOSDAQ
66620,국보디자인,국보디자인,KOSDAQ
66670,디스플레이테크,디스플레이텍,KOSDAQ
66700,테라젠이텍스,테라젠이텍스,KOSDAQ
66790,씨씨에스충북방송,씨씨에스,KOSDAQ
66900,디에이피,디에이피,KOSDAQ
66910,손오공,손오공,KOSDAQ
66970,엘앤에프,엘앤에프,KOSDAQ
66980,이엔코퍼레이션,이엔코퍼레이션,KOSDAQ
67000,조이시티,조이시티,KOSDAQ
67010,이씨에스텔레콤,이씨에스,KOSDAQ
67080,대화제약,대화제약,KOSDAQ
67160,아프리카티비,아프리카TV,KOSDAQ
67170,오텍,오텍,KOSDAQ
67280,멀티캠퍼스,멀티캠퍼스,KOSDAQ
67290,제이더블유신약,JW신약,KOSDAQ
67310,하나마이크론,하나마이크론,KOSDAQ
67390,아스트,아스트,KOSDAQ
67570,엔브이에이치코리아,엔브이에이치코리아,KOSDAQ
67630,에이치엘비생명과학,HLB생명과학,KOSDAQ
67730,로지시스,로지시스,KOSDAQ
67770,세진티에스,세진티에스,KOSDAQ
67830,세이브존I&C보통주,세이브존I&C,KOSPI
67900,와이엔텍,와이엔텍,KOSDAQ
67920,이글루코퍼레이션,이글루,KOSDAQ
67990,도이치모터스,도이치모터스,KOSDAQ
68050,팬엔터테인먼트,팬엔터테인먼트,KOSDAQ
68240,다원시스,다원시스,KOSDAQ
68270,셀트리온보통주,셀트리온,KOSPI
68290,삼성출판사보통주,삼성출판사,KOSPI
68330,일신바이오베이스,일신바이오,KOSDAQ
68400,에스케이렌터카보통주,SK렌터카,KOSPI
68760,셀트리온제약,셀트리온제약,KOSDAQ
68790,디엠에스,DMS,KOSDAQ
68930,디지털대성,디지털대성,KOSDAQ
68940,아이씨케이,아이씨케이,KOSDAQ
69080,웹젠,웹젠,KOSDAQ
69110,코스온,코스온,KOSDAQ
69140,누리플랜,누리플랜,KOSDAQ
69260,티케이지휴켐스보통주,TKG휴켐스,KOSPI
69330,유아이디,유아이디,KOSDAQ
69410,엔텔스,엔텔스,KOSDAQ
69460,대호에이엘보통주,대호에이엘,KOSPI
69510,에스텍,에스텍,KOSDAQ
69540,라이트론,라이트론,KOSDAQ
69620,대웅제약보통주,대웅제약,KOSPI
69640,한세엠케이보통주,한세엠케이,KOSPI
69730,DSR제강보통주,DSR제강,KOSPI
69920,아이에스이커머스,아이에스이커머스,KOSDAQ
69960,현대백화점보통주,현대백화점,KOSPI
70300,엑스큐어,엑스큐어,KOSDAQ
70590,한솔인티큐브,한솔인티큐브,KOSDAQ
70960,주식회사 용평리조트,용평리조트,KOSPI
71050,한국투자금융지주보통주,한국금융지주,KOSPI
71055,한국투자금융지주1우선주,한국금융지주우,KOSPI
71090,하이스틸 보통주,하이스틸,KOSPI
71200,인피니트헬스케어,인피니트헬스케어,KOSDAQ
71280,로체시스템즈,로체시스템즈,KOSDAQ
71320,지역난방공사보통주,지역난방공사,KOSPI
71460,위니아,위니아,KOSDAQ
71670,에이테크솔루션,에이테크솔루션,KOSDAQ
71840,롯데하이마트보통주,롯데하이마트,KOSPI
71850,캐스텍코리아,캐스텍코리아,KOSDAQ
71950,코아스보통주,코아스,KOSPI
71970,STX중공업보통주,STX중공업,KOSPI
72020,중앙백신연구소,중앙백신,KOSDAQ
72130,유엔젤보통주,유엔젤,KOSPI
72470,우리산업홀딩스,우리산업홀딩스,KOSDAQ
72520,제넨바이오,제넨바이오,KOSDAQ
72710,농심홀딩스보통주,농심홀딩스,KOSPI
72770,율호,율호,KOSDAQ
72870,메가스터디,메가스터디,KOSDAQ
72950,빛샘전자,빛샘전자,KOSDAQ
72990,에이치시티,에이치시티,KOSDAQ
73010,케이에스피,케이에스피,KOSDAQ
73110,엘엠에스,엘엠에스,KOSDAQ
73190,듀오백,듀오백,KOSDAQ
73240,금호타이어보통주,금호타이어,KOSPI
73490,이노와이어리스,이노와이어리스,KOSDAQ
73540,에프알텍,에프알텍,KOSDAQ
73560,우리손에프앤지 농업회사법인,우리손에프앤지,KOSDAQ
73570,더블유아이,WI,KOSDAQ
73640,테라사이언스,테라사이언스,KOSDAQ
74430,아미노로직스,아미노로직스,KOSDAQ
74600,원익큐엔씨,원익QnC,KOSDAQ
74610,이엔플러스보통주,이엔플러스,KOSPI
75130,플랜티넷,플랜티넷,KOSDAQ
75180,새론오토모티브,새론오토모티브,KOSPI
75580,세진중공업보통주,세진중공업,KOSPI
75970,동국알앤에스,동국알앤에스,KOSDAQ
76080,웰크론한텍,웰크론한텍,KOSDAQ
76610,해성옵틱스,해성옵틱스,KOSDAQ
77360,덕산하이메탈,덕산하이메탈,KOSDAQ
77500,유니퀘스트 보통주,유니퀘스트,KOSPI
77970,STX엔진보통주,STX엔진,KOSPI
78000,텔코웨어 보통주,텔코웨어,KOSPI
78020,이베스트투자증권,이베스트투자증권,KOSDAQ
78070,유비쿼스홀딩스,유비쿼스홀딩스,KOSDAQ
78130,국일제지,국일제지,KOSDAQ
78140,대봉엘에스,대봉엘에스,KOSDAQ
78150,에이치비테크놀러지,HB테크놀러지,KOSDAQ
78160,메디포스트,메디포스트,KOSDAQ
78340,컴투스,컴투스,KOSDAQ
78350,한양디지텍,한양디지텍,KOSDAQ
78520,에이블씨엔씨보통주,에이블씨엔씨,KOSPI
78590,디아크,디아크,KOSDAQ
78600,대주전자재료,대주전자재료,KOSDAQ
78650,지나인제약,지나인제약,KOSDAQ
78860,아이오케이컴퍼니,아이오케이,KOSDAQ
78890,가온미디어,가온미디어,KOSDAQ
78930,GS보통주,GS,KOSPI
78935,GS1우선주,GS우,KOSPI
78940,코드네이처,코드네이처,KOSDAQ
79000,와토스 코리아,와토스코리아,KOSDAQ
79160,씨제이씨지브이 보통주,CJ CGV,KOSPI
79170,한창산업,한창산업,KOSDAQ
79190,케스피온,케스피온,KOSDAQ
79370,제우스,제우스,KOSDAQ
79430,현대리바트보통주,현대리바트,KOSPI
79550,LIG넥스원보통주,LIG넥스원,KOSPI
79650,서산,서산,KOSDAQ
79810,디이엔티,디이엔티,KOSDAQ
79940,가비아,가비아,KOSDAQ
79950,인베니아,인베니아,KOSDAQ
79960,동양이엔피,동양이엔피,KOSDAQ
79970,투비소프트,투비소프트,KOSDAQ
79980,휴비스보통주,휴비스,KOSPI
80000,에스엔유프리시젼,에스엔유,KOSDAQ
80010,이상네트웍스,이상네트웍스,KOSDAQ
80160,모두투어네트워크,모두투어,KOSDAQ
80220,제주반도체,제주반도체,KOSDAQ
80420,모다이노칩,모다이노칩,KOSDAQ
80470,성창오토텍,성창오토텍,KOSDAQ
80520,오디텍,오디텍,KOSDAQ
80530,코디,코디,KOSDAQ
80580,오킨스전자,오킨스전자,KOSDAQ
80720,한국유니온제약,한국유니온제약,KOSDAQ
81000,일진다이아몬드 보통주,일진다이아,KOSPI
81150,티플랙스,티플랙스,KOSDAQ
81580,성우전자,성우전자,KOSDAQ
81660,휠라홀딩스보통주,휠라홀딩스,KOSPI
82210,옵트론텍,옵트론텍,KOSDAQ
82270,젬백스&카엘,젬백스,KOSDAQ
82640,동양생명보험보통주,동양생명,KOSPI
82660,코스나인,코스나인,KOSDAQ
82740,에이치에스디엔진보통주,HSD엔진,KOSPI
82800,비보존 헬스케어,비보존 헬스케어,KOSDAQ
82850,우리바이오,우리바이오,KOSDAQ
82920,비츠로셀,비츠로셀,KOSDAQ
83310,엘오티베큠,엘오티베큠,KOSDAQ
83420,그린케미칼보통주,그린케미칼,KOSPI
83450,글로벌스탠다드테크놀로지,GST,KOSDAQ
83470,이엠앤아이,이엠앤아이,KOSDAQ
83500,에프엔에스테크,에프엔에스테크,KOSDAQ
83550,케이엠,케이엠,KOSDAQ
83640,인콘,인콘,KOSDAQ
83650,비에이치아이,비에이치아이,KOSDAQ
83660,씨에스에이코스믹,CSA 코스믹,KOSDAQ
83790,크리스탈지노믹스,크리스탈지노믹스,KOSDAQ
83930,아바코,아바코,KOSDAQ
84010,대한제강 보통주,대한제강,KOSPI
84110,휴온스글로벌,휴온스글로벌,KOSDAQ
84180,이브이수성,EV수성,KOSDAQ
84370,유진테크,유진테크,KOSDAQ
84650,랩지노믹스,랩지노믹스,KOSDAQ
84670,동양고속보통주,동양고속,KOSPI
84680,이월드보통주,이월드,KOSPI
84690,대상홀딩스 보통주,대상홀딩스,KOSPI
84695,대상홀딩스 1우선주,대상홀딩스우,KOSPI
84730,팅크웨어,팅크웨어,KOSDAQ
84850,아이티엠반도체,아이티엠반도체,KOSDAQ
84870,TBH글로벌보통주,TBH글로벌,KOSPI
84990,헬릭스미스,헬릭스미스,KOSDAQ
85310,엔케이 보통주,엔케이,KOSPI
85370,루트로닉,루트로닉,KOSDAQ
85620,미래에셋생명보험보통주,미래에셋생명,KOSPI
85660,차바이오텍,차바이오텍,KOSDAQ
85670,뉴프렉스,뉴프렉스,KOSDAQ
85810,알티캐스트,알티캐스트,KOSDAQ
85910,네오티스,네오티스,KOSDAQ
86040,바이오톡스텍,바이오톡스텍,KOSDAQ
86060,진바이오텍,진바이오텍,KOSDAQ
86280,현대글로비스보통주,현대글로비스,KOSPI
86390,유니테스트,유니테스트,KOSDAQ
86450,동국제약,동국제약,KOSDAQ
86520,에코프로,에코프로,KOSDAQ
86670,비엠티,비엠티,KOSDAQ
86710,선진뷰티사이언스,선진뷰티사이언스,KOSDAQ
86790,하나금융지주보통주,하나금융지주,KOSPI
86820,바이오솔루션,바이오솔루션,KOSDAQ
86890,이수앱지스,이수앱지스,KOSDAQ
86900,메디톡스,메디톡스,KOSDAQ
86960,한컴MDS,한컴MDS,KOSDAQ
86980,쇼박스,쇼박스,KOSDAQ
87010,펩트론,펩트론,KOSDAQ
87260,모바일어플라이언스,모바일어플라이언스,KOSDAQ
87600,픽셀플러스,픽셀플러스,KOSDAQ
88130,동아엘텍,동아엘텍,KOSDAQ
88260,이리츠코크렙기업구조조정부동산투자회사보통주,이리츠코크렙,KOSPI
88290,이원컴포텍,이원컴포텍,KOSDAQ
88350,한화생명보험보통주,한화생명,KOSPI
88390,이녹스,이녹스,KOSDAQ
88790,진도 보통주,진도,KOSPI
88800,에이스테크놀로지,에이스테크,KOSDAQ
88910,동우팜투테이블,동우팜투테이블,KOSDAQ
88980,맥쿼리한국인프라투융자회사 보통주,맥쿼리인프라,KOSPI
89010,켐트로닉스,켐트로닉스,KOSDAQ
89030,테크윙,테크윙,KOSDAQ
89140,넥스턴바이오사이언스,넥스턴바이오,KOSDAQ
89150,케이씨티,케이씨티,KOSDAQ
89230,더이앤엠,THE E&M,KOSDAQ
89470,에이치디씨현대이피보통주,HDC현대EP,KOSPI
89530,에이티세미콘,에이티세미콘,KOSDAQ
89590,제주항공보통주,제주항공,KOSPI
89600,나스미디어,나스미디어,KOSDAQ
89790,제이티,제이티,KOSDAQ
89850,유비벨록스,유비벨록스,KOSDAQ
89860,롯데렌탈보통주,롯데렌탈,KOSPI
89890,코세스,코세스,KOSDAQ
89970,에이피티씨,에이피티씨,KOSDAQ
89980,상아프론테크,상아프론테크,KOSDAQ
90080,평화산업 주식회사 보통주,평화산업,KOSPI
90150,아이윈,아이윈,KOSDAQ
90350,노루페인트 보통주,노루페인트,KOSPI
90355,노루페인트 1우선주,노루페인트우,KOSPI
90360,로보스타,로보스타,KOSDAQ
90370,메타랩스보통주,메타랩스,KOSPI
90410,덕신하우징,덕신하우징,KOSDAQ
90430,아모레퍼시픽 보통주,아모레퍼시픽,KOSPI
90435,아모레퍼시픽 1우선주,아모레퍼시픽우,KOSPI
90460,비에이치,비에이치,KOSDAQ
90470,제이스텍,제이스텍,KOSDAQ
90710,휴림로봇,휴림로봇,KOSDAQ
90740,연이비앤티,연이비앤티,KOSDAQ
90850,현대이지웰,현대이지웰,KOSDAQ
91090,세원이앤씨보통주,세원이앤씨,KOSPI
91120,이엠텍,이엠텍,KOSDAQ
91340,에스엔케이폴리텍,S&K폴리텍,KOSDAQ
91440,텔레필드,텔레필드,KOSDAQ
91580,상신이디피,상신이디피,KOSDAQ
91590,남화토건,남화토건,KOSDAQ
91700,파트론,파트론,KOSDAQ
91810,티웨이항공보통주,티웨이항공,KOSPI
91970,나노캠텍,나노캠텍,KOSDAQ
91990,셀트리온헬스케어,셀트리온헬스케어,KOSDAQ
92040,아미코젠,아미코젠,KOSDAQ
92070,디엔에프,디엔에프,KOSDAQ
92130,이크레더블,이크레더블,KOSDAQ
92190,서울바이오시스,서울바이오시스,KOSDAQ
92200,디아이씨 보통주,디아이씨,KOSPI
92220,케이이씨 보통주,KEC,KOSPI
92230,KPX홀딩스보통주,KPX홀딩스,KOSPI
92300,현우산업,현우산업,KOSDAQ
92440,기신정기 보통주,기신정기,KOSPI
92460,한라아이엠에스,한라IMS,KOSDAQ
92600,앤씨앤,앤씨앤,KOSDAQ
92730,네오팜,네오팜,KOSDAQ
92780,동양피스톤보통주,동양피스톤,KOSPI
92870,엑시콘,엑시콘,KOSDAQ
93050,LF보통주,LF,KOSPI
93190,빅솔론,빅솔론,KOSDAQ
93230,이아이디보통주,이아이디,KOSPI
93240,형지엘리트보통주,형지엘리트,KOSPI
93320,케이아이엔엑스,케이아이엔엑스,KOSDAQ
93370,후성 보통주,후성,KOSPI
93380,풍강,풍강,KOSDAQ
93520,매커스,매커스,KOSDAQ
93640,다믈멀티미디어,다믈멀티미디어,KOSDAQ
93920,서원인텍,서원인텍,KOSDAQ
94170,동운아나텍,동운아나텍,KOSDAQ
94280,효성아이티엑스 보통주,효성ITX,KOSPI
94360,칩스앤미디어,칩스앤미디어,KOSDAQ
94480,갤럭시아머니트리,갤럭시아머니트리,KOSDAQ
94800,미래에셋맵스아시아퍼시픽부동산공모1호,맵스리얼티1,KOSPI
94820,일진파워,일진파워,KOSDAQ
94840,슈프리마에이치큐,슈프리마에이치큐,KOSDAQ
94850,참좋은여행,참좋은여행,KOSDAQ
94860,네오리진,네오리진,KOSDAQ
94940,푸른기술,푸른기술,KOSDAQ
94970,제이엠티,제이엠티,KOSDAQ
95190,이엠코리아,이엠코리아,KOSDAQ
95270,웨이브일렉트로닉스,웨이브일렉트로,KOSDAQ
95340,아이에스시,ISC,KOSDAQ
95500,미래나노텍,미래나노텍,KOSDAQ
95570,AJ네트웍스보통주,AJ네트웍스,KOSPI
95610,테스,테스,KOSDAQ
95660,네오위즈,네오위즈,KOSDAQ
95700,제넥신,제넥신,KOSDAQ
95720,웅진씽크빅 보통주,웅진씽크빅,KOSPI
95910,에스에너지,에스에너지,KOSDAQ
96040,이트론,이트론,KOSDAQ
96240,크레버스,크레버스,KOSDAQ
96300,한국베트남부동산개발특별자산1호투자회사,베트남개발1,KOSPI
96350,대창솔루션,대창솔루션,KOSDAQ
96530,씨젠,씨젠,KOSDAQ
96610,알에프세미,알에프세미,KOSDAQ
96630,에스코넥,에스코넥,KOSDAQ
96640,멜파스,멜파스,KOSDAQ
96690,에이루트,에이루트,KOSDAQ
96760,JW홀딩스 보통주,JW홀딩스,KOSPI
96770,SK이노베이션 보통주,SK이노베이션,KOSPI
96775,SK이노베이션 1우선주,SK이노베이션우,KOSPI
96870,엘디티,엘디티,KOSDAQ
97230,HJ중공업보통주,HJ중공업,KOSPI
97520,엠씨넥스보통주,엠씨넥스,KOSPI
97780,에스맥,에스맥,KOSDAQ
97800,윈팩,윈팩,KOSDAQ
97870,효성오앤비,효성오앤비,KOSDAQ
97950,씨제이제일제당 주식회사 보통주,CJ제일제당,KOSPI
97955,씨제이제일제당 주식회사 1우선주,CJ제일제당 우,KOSPI
98120,(주)마이크로컨텍솔루션,마이크로컨텍솔,KOSDAQ
98460,고영테크놀러지,고영,KOSDAQ
98660,에스티오,에스티오,KOSDAQ
99190,아이센스,아이센스,KOSDAQ
99220,에스디엔,SDN,KOSDAQ
99320,쎄트렉아이,쎄트렉아이,KOSDAQ
99390,브레인즈컴퍼니,브레인즈컴퍼니,KOSDAQ
99410,동방선기,동방선기,KOSDAQ
99430,바이오플러스,바이오플러스,KOSDAQ
99440,스맥,스맥,KOSDAQ
99520,아이티엑스에이아이,ITX-AI,KOSDAQ
99750,이지케어텍,이지케어텍,KOSDAQ
100030,모바일리더,모바일리더,KOSDAQ
100090,삼강엠앤티,삼강엠앤티,KOSDAQ
100120,뷰웍스,뷰웍스,KOSDAQ
100130,동국에스엔씨,동국S&C,KOSDAQ
100220,비상교육 보통주,비상교육,KOSPI
100250,진양홀딩스보통주,진양홀딩스,KOSPI
100590,머큐리,머큐리,KOSDAQ
100660,서암기계공업,서암기계공업,KOSDAQ
100700,세운메디칼,세운메디칼,KOSDAQ
100790,미래에셋벤처투자,미래에셋벤처투자,KOSDAQ
100840,SNT에너지보통주,SNT에너지,KOSPI
101000,상상인인더스트리,상상인인더스트리,KOSDAQ
101140,인바이오젠보통주,인바이오젠,KOSPI
101160,월덱스,월덱스,KOSDAQ
101170,우림피티에스,우림피티에스,KOSDAQ
101240,씨큐브,씨큐브,KOSDAQ
101330,모베이스,모베이스,KOSDAQ
101360,이엔드디,이엔드디,KOSDAQ
101390,아이엠,아이엠,KOSDAQ
101400,엔시트론,엔시트론,KOSDAQ
101490,에스앤에스텍,에스앤에스텍,KOSDAQ
101530,해태제과식품주식회사,해태제과식품,KOSPI
101670,코리아에스이,코리아에스이,KOSDAQ
101680,한국정밀기계,한국정밀기계,KOSDAQ
101730,위메이드맥스,위메이드맥스,KOSDAQ
101930,인화정공,인화정공,KOSDAQ
102120,어보브반도체,어보브반도체,KOSDAQ
102260,동성케미컬보통주,동성케미컬,KOSPI
102280,쌍방울,쌍방울,KOSPI
102370,케이옥션,케이옥션,KOSDAQ
102460,이연제약보통주,이연제약,KOSPI
102710,이엔에프테크놀로지,이엔에프테크놀로지,KOSDAQ
102940,코오롱생명과학,코오롱생명과학,KOSDAQ
103140,풍산 보통주,풍산,KOSPI
103230,에스앤더블류,에스앤더블류,KOSDAQ
103590,일진전기 보통주,일진전기,KOSPI
103840,우양,우양,KOSDAQ
104040,대성파인텍,대성파인텍,KOSDAQ
104200,엔에이치엔벅스,NHN벅스,KOSDAQ
104460,디와이피엔에프,디와이피엔에프,KOSDAQ
104480,티케이케미칼,티케이케미칼,KOSDAQ
104540,코렌텍,코렌텍,KOSDAQ
104620,노랑풍선,노랑풍선,KOSDAQ
104700,한국철강보통주,한국철강,KOSPI
104830,원익머트리얼즈,원익머트리얼즈,KOSDAQ
105330,케이엔더블유,케이엔더블유,KOSDAQ
105550,트루윈,트루윈,KOSDAQ
105560,KB금융지주 보통주,KB금융,KOSPI
105630,한세실업보통주,한세실업,KOSPI
105740,디케이락,디케이락,KOSDAQ
105840,우진보통주,우진,KOSPI
106080,하이소닉,하이소닉,KOSDAQ
106190,하이텍팜,하이텍팜,KOSDAQ
106240,파인테크닉스,파인테크닉스,KOSDAQ
106520,노블엠앤비,노블엠앤비,KOSDAQ
107590,미원홀딩스 보통주,미원홀딩스,KOSPI
108230,톱텍,톱텍,KOSDAQ
108320,엘엑스세미콘,LX세미콘,KOSDAQ
108380,대양전기공업,대양전기공업,KOSDAQ
108490,로보티즈,로보티즈,KOSDAQ
108670,엘엑스하우시스보통주,LX하우시스,KOSPI
108675,엘엑스하우시스1우선주,LX하우시스우,KOSPI
108860,셀바스에이아이,셀바스AI,KOSDAQ
109070,컨버즈보통주,컨버즈,KOSPI
109080,옵티시스,옵티시스,KOSDAQ
109610,에스와이,에스와이,KOSDAQ
109740,디에스케이,디에스케이,KOSDAQ
109820,진매트릭스,진매트릭스,KOSDAQ
109860,동일금속,동일금속,KOSDAQ
109960,에이프로젠헬스케어앤게임즈,에이프로젠 H&G,KOSDAQ
110020,전진바이오팜,전진바이오팜,KOSDAQ
110790,크리스에프앤씨,크리스에프앤씨,KOSDAQ
110990,디아이티,디아이티,KOSDAQ
111110,호전실업보통주,호전실업,KOSPI
111710,남화산업,남화산업,KOSDAQ
111770,영원무역보통주,영원무역,KOSPI
111870,케이에이치전자,KH 전자,KOSDAQ
112040,위메이드,위메이드,KOSDAQ
112610,씨에스윈드보통주,씨에스윈드,KOSPI
113810,디젠스,디젠스,KOSDAQ
114090,그랜드코리아레저보통주,GKL,KOSPI
114120,크루셜텍,크루셜텍,KOSDAQ
114190,강원에너지,강원에너지,KOSDAQ
114450,케이피엑스라이프사이언스,KPX생명과학,KOSDAQ
114630,폴라리스우노,폴라리스우노,KOSDAQ
114810,아이원스,아이원스,KOSDAQ
114840,아이패밀리에스씨,아이패밀리에스씨,KOSDAQ
115160,휴맥스,휴맥스,KOSDAQ
115180,큐리언트,큐리언트,KOSDAQ
115310,인포바인,인포바인,KOSDAQ
115390,락앤락보통주,락앤락,KOSPI
115440,우리넷,우리넷,KOSDAQ
115450,에이치엘비테라퓨틱스,HLB테라퓨틱스,KOSDAQ
115480,씨유메디칼시스템,씨유메디칼,KOSDAQ
115500,케이씨에스,케이씨에스,KOSDAQ
115530,씨엔플러스,씨엔플러스,KOSDAQ
115570,스타플렉스,스타플렉스,KOSDAQ
115610,이미지스테크놀로지,이미지스,KOSDAQ
115960,연우,연우,KOSDAQ
117580,대성에너지보통주,대성에너지,KOSPI
117670,알파홀딩스,알파홀딩스,KOSDAQ
117730,티로보틱스,티로보틱스,KOSDAQ
118000,초록뱀헬스케어보통주,초록뱀헬스케어,KOSPI
118990,모트렉스,모트렉스,KOSDAQ
119500,포메탈,포메탈,KOSDAQ
119610,인터로조,인터로조,KOSDAQ
119650,케이씨코트렐보통주,KC코트렐,KOSPI
119830,아이텍,아이텍,KOSDAQ
119850,지엔씨에너지,지엔씨에너지,KOSDAQ
119860,다나와,다나와,KOSDAQ
120030,조선선재 보통주,조선선재,KOSPI
120110,코오롱인더스트리보통주,코오롱인더,KOSPI
120115,코오롱인더스트리1우선주,코오롱인더우,KOSPI
120240,대정화금,대정화금,KOSDAQ
121440,골프존뉴딘홀딩스,골프존뉴딘홀딩스,KOSDAQ
121600,나노신소재,나노신소재,KOSDAQ
121800,비덴트,비덴트,KOSDAQ
121850,코이즈,코이즈,KOSDAQ
121890,에스디시스템,에스디시스템,KOSDAQ
122310,제노레이,제노레이,KOSDAQ
122350,삼기,삼기,KOSDAQ
122450,케이엠에이치,KMH,KOSDAQ
122640,예스티,예스티,KOSDAQ
122690,서진오토모티브,서진오토모티브,KOSDAQ
122870,와이지엔터테인먼트,와이지엔터테인먼트,KOSDAQ
122900,아이마켓코리아보통주,아이마켓코리아,KOSPI
122990,와이솔,와이솔,KOSDAQ
123010,아이윈플러스,아이윈플러스,KOSDAQ
123040,엠에스오토텍,엠에스오토텍,KOSDAQ
123330,제닉,제닉,KOSDAQ
123410,코리아에프티,코리아에프티,KOSDAQ
123420,위메이드플레이,위메이드플레이,KOSDAQ
123570,이엠넷,이엠넷,KOSDAQ
123690,한국화장품보통주,한국화장품,KOSPI
123700,SJM보통주,SJM,KOSPI
123750,알톤스포츠,알톤스포츠,KOSDAQ
123840,한일진공,한일진공,KOSDAQ
123860,아나패스,아나패스,KOSDAQ
123890,한국자산신탁보통주,한국자산신탁,KOSPI
124500,아이티센,아이티센,KOSDAQ
124560,태웅로직스,태웅로직스,KOSDAQ
125210,아모그린텍,아모그린텍,KOSDAQ
126340,비나텍,비나텍,KOSDAQ
126560,현대퓨처넷보통주,현대퓨처넷,KOSPI
126600,코프라,코프라,KOSDAQ
126640,화신정공,화신정공,KOSDAQ
126700,하이비젼시스템,하이비젼시스템,KOSDAQ
126870,뉴로스,뉴로스,KOSDAQ
126880,제이엔케이히터,제이엔케이히터,KOSDAQ
127120,디엔에이링크,디엔에이링크,KOSDAQ
127160,매직마이크로,매직마이크로,KOSDAQ
127710,아시아경제,아시아경제,KOSDAQ
128540,에코캡,에코캡,KOSDAQ
128660,피제이메탈,피제이메탈,KOSDAQ
128820,대성산업보통주,대성산업,KOSPI
128940,한미약품보통주,한미약품,KOSPI
129260,인터지스보통주,인터지스,KOSPI
129890,앱코,앱코,KOSDAQ
130500,지에이치신소재,GH신소재,KOSDAQ
130580,나이스디앤비,나이스디앤비,KOSDAQ
130660,한전산업개발보통주,한전산업,KOSPI
130740,티피씨,티피씨글로벌,KOSDAQ
131030,옵투스제약,옵투스제약,KOSDAQ
131090,시큐브,시큐브,KOSDAQ
131100,(주)스카이이앤엠,스카이이앤엠,KOSDAQ
131180,딜리,딜리,KOSDAQ
131220,대한과학,대한과학,KOSDAQ
131290,티에스이,티에스이,KOSDAQ
131370,알서포트,알서포트,KOSDAQ
131390,원익피앤이,원익피앤이,KOSDAQ
131400,이브이첨단소재,이브이첨단소재,KOSDAQ
131760,파인텍,파인텍,KOSDAQ
